,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
655,314,one-to-one,dn_315,hrd_372,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.18433980068089015
656,314,one-to-one,dn_315,hrd_372,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.20144061608026434
657,314,one-to-one,dn_315,hrd_372,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
658,314,one-to-one,dn_315,hrd_372,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
659,314,one-to-one,dn_315,hrd_372,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
660,315,one-to-one,dn_316,hrd_373,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
661,315,one-to-one,dn_316,hrd_373,Giorgio Ippolita,Giorgio Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
662,316,one-to-one,dn_317,hrd_374,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
663,316,one-to-one,dn_317,hrd_374,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
664,316,one-to-one,dn_317,hrd_374,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
665,317,one-to-one,dn_318,hrd_375,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
666,318,one-to-one,dn_319,hrd_376,Giorgio,Giorgio,NOUN,NOUN,nsubj,nsubj,explicit_full,
667,318,one-to-one,dn_319,hrd_376,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
668,318,one-to-one,dn_319,hrd_376,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
669,318,one-to-one,dn_319,hrd_376,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
670,318,one-to-one,dn_319,hrd_376,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
671,320,one-to-one,dn_321,hrd_378,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
672,321,one-to-many,dn_322,hrd_379 hrd_380,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
673,321,one-to-many,dn_322,hrd_379 hrd_380,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
674,321,one-to-many,dn_322,hrd_379 hrd_380,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
675,321,one-to-many,dn_322,hrd_379 hrd_380,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
676,322,one-to-many,dn_323,hrd_381 hrd_382,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
677,322,one-to-many,dn_323,hrd_381 hrd_382,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
678,322,one-to-many,dn_323,hrd_381 hrd_382,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
679,323,one-to-one,dn_324,hrd_383,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
680,323,one-to-one,dn_324,hrd_383,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
681,324,one-to-many,dn_325,hrd_384 hrd_385,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
682,324,one-to-many,dn_325,hrd_384 hrd_385,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
683,324,one-to-many,dn_325,hrd_384 hrd_385,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
684,325,one-to-one,dn_326,hrd_386,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
685,325,one-to-one,dn_326,hrd_386,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
686,326,one-to-one,dn_327,hrd_387,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
687,327,one-to-one,dn_328,hrd_388,Giorgio,Giorgio,PROPN,PROPN,vocative,vocative,explicit_full,
688,328,one-to-one,dn_329,hrd_389,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
689,328,one-to-one,dn_329,hrd_389,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
690,328,one-to-one,dn_329,hrd_389,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
691,329,one-to-one,dn_330,hrd_390,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
692,330,one-to-many,dn_331,hrd_391 hrd_392,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5471674227651129
693,330,one-to-many,dn_331,hrd_391 hrd_392,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
694,330,one-to-many,dn_331,hrd_391 hrd_392,Giorgio Ippolita,Giorgio Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
695,330,one-to-many,dn_331,hrd_391 hrd_392,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
696,330,one-to-many,dn_331,hrd_391 hrd_392,suicidal-man,suicidal-man,NOUN,NOUN,nmod,nmod,explicit_full,
697,331,one-to-one,dn_332,hrd_393,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
698,332,one-to-one,dn_333,hrd_394,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
699,332,one-to-one,dn_333,hrd_394,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
700,332,one-to-one,dn_333,hrd_394,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
701,334,one-to-one,dn_335,hrd_396,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
702,334,one-to-one,dn_335,hrd_396,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4036126734813055
703,334,one-to-one,dn_335,hrd_396,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5726372597614924
704,334,one-to-one,dn_335,hrd_396,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
705,334,one-to-one,dn_335,hrd_396,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
706,334,one-to-one,dn_335,hrd_396,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
707,334,one-to-one,dn_335,hrd_396,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
708,335,one-to-many,dn_336,hrd_397 hrd_398,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
709,335,one-to-many,dn_336,hrd_397 hrd_398,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
710,336,one-to-one,dn_337,hrd_399,suicidal-man,suicidal-man,NOUN,NOUN,nmod,nmod,explicit_full,
711,337,one-to-one,dn_338,hrd_400,suicidal-man,suicidal-man,NOUN,NOUN,obj,nmod,explicit_ref_pos,
712,338,one-to-one,dn_339,hrd_401,suicidal-man,suicidal-man,PRON,PRON,nsubj,nsubj,explicit_full,
713,339,one-to-one,dn_340,hrd_402,suicidal-man,suicidal-man,NULL,NULL,nsubj,nsubj,zero_zero_single,
714,339,one-to-one,dn_340,hrd_402,suicidal-man,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
715,340,one-to-one,dn_341,hrd_403,Giorgio,Giorgio,PRON,NOUN,obj,obj,explicit_ref_case,
716,340,one-to-one,dn_341,hrd_403,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
717,341,one-to-one,dn_342,hrd_404,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
718,342,one-to-many,dn_343,hrd_405 hrd_406,Demetrio,Demetrio,PROPN,PROPN,obj,obj,explicit_full,
719,342,one-to-many,dn_343,hrd_405 hrd_406,MISSING,Demetrio,MISSING,NOUN,MISSING,nsubj,leftover_target,
720,342,one-to-many,dn_343,hrd_405 hrd_406,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
721,342,one-to-many,dn_343,hrd_405 hrd_406,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
722,342,one-to-many,dn_343,hrd_405 hrd_406,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
723,342,one-to-many,dn_343,hrd_405 hrd_406,Giorgios-father,Giorgios-father,NOUN,NOUN,nmod,nmod,explicit_full,
724,344,one-to-one,dn_345,hrd_410,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
725,344,one-to-one,dn_345,hrd_410,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
726,346,one-to-one,dn_347,hrd_412,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
727,346,one-to-one,dn_347,hrd_412,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
728,347,one-to-one,dn_348,hrd_413,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2611636065623977
729,347,one-to-one,dn_348,hrd_413,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
730,348,one-to-many,dn_349,hrd_414 hrd_415 hrd_416,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.41874872178761
731,348,one-to-many,dn_349,hrd_414 hrd_415 hrd_416,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
732,349,one-to-one,dn_350,hrd_417,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
733,350,one-to-one,dn_351,hrd_418,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
734,350,one-to-one,dn_351,hrd_418,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
735,350,one-to-one,dn_351,hrd_418,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
736,351,one-to-one,dn_352,hrd_419,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
737,352,one-to-many,dn_353,hrd_420 hrd_421,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
738,352,one-to-many,dn_353,hrd_420 hrd_421,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
739,352,one-to-many,dn_353,hrd_420 hrd_421,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3101693242788315
740,352,one-to-many,dn_353,hrd_420 hrd_421,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.27772124003672943
741,352,one-to-many,dn_353,hrd_420 hrd_421,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
742,352,one-to-many,dn_353,hrd_420 hrd_421,Ippolita,Ippolita,PROPN,PROPN,nmod,nmod,explicit_full,
743,352,one-to-many,dn_353,hrd_420 hrd_421,MISSING,Ippolita,MISSING,DET,MISSING,nmod,leftover_target,
744,353,one-to-one,dn_354,hrd_422,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
745,353,one-to-one,dn_354,hrd_422,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.26396516707158624
746,353,one-to-one,dn_354,hrd_422,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3393257441115857
747,353,one-to-one,dn_354,hrd_422,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
748,353,one-to-one,dn_354,hrd_422,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
749,353,one-to-one,dn_354,hrd_422,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
750,353,one-to-one,dn_354,hrd_422,Ippolita,Ippolita,PRON,PRON,nmod,nmod,explicit_full,
751,354,one-to-one,dn_355,hrd_423,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
752,354,one-to-one,dn_355,hrd_423,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
753,354,one-to-one,dn_355,hrd_423,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
754,355,one-to-one,dn_356,hrd_424,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
755,355,one-to-one,dn_356,hrd_424,Giorgio Ippolita,Giorgio Ippolita,PRON-REFLEX,PRON,obj,obj,reflex_obj,
756,355,one-to-one,dn_356,hrd_424,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
757,355,one-to-one,dn_356,hrd_424,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
758,356,one-to-one,dn_357,hrd_425,guardians,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
759,357,one-to-one,dn_358,hrd_426,guardians,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
760,358,one-to-one,dn_359,hrd_427,guardians,guardians,NOUN,NOUN,nmod,nmod,explicit_full,
761,359,one-to-one,dn_360,hrd_428,guardians,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
762,360,one-to-many,dn_361,hrd_429 hrd_430,Giorgio Ippolita,Giorgio Ippolita,NOUN,NOUN,obj,obj,explicit_full,
763,360,one-to-many,dn_361,hrd_429 hrd_430,guardians,MISSING,NOUN,MISSING,obj,MISSING,leftover_source,
764,361,one-to-one,dn_362,hrd_431,Giorgio Ippolita,Giorgio Ippolita,NOUN,PRON,nsubj,nsubj,explicit_ref_case,
765,361,one-to-one,dn_362,hrd_431,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
766,361,one-to-one,dn_362,hrd_431,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
767,361,one-to-one,dn_362,hrd_431,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
768,363,one-to-one,dn_364,hrd_433,guardians,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
769,365,one-to-one,dn_366,hrd_435,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
770,365,one-to-one,dn_366,hrd_435,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
771,365,one-to-one,dn_366,hrd_435,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
772,370,one-to-many,dn_371,hrd_440 hrd_441,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
773,370,one-to-many,dn_371,hrd_440 hrd_441,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
774,371,one-to-one,dn_372,hrd_442,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
775,372,one-to-one,dn_373,hrd_443,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
776,373,one-to-one,dn_374,hrd_444,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
777,374,one-to-one,dn_375,hrd_445,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
778,375,one-to-one,dn_376,hrd_446,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
779,375,one-to-one,dn_376,hrd_446,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
780,376,one-to-one,dn_377,hrd_447,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
781,377,one-to-one,dn_378,hrd_448,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.20166371739193384
782,377,one-to-one,dn_378,hrd_448,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.6023521024012283
783,377,one-to-one,dn_378,hrd_448,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
784,377,one-to-one,dn_378,hrd_448,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
785,377,one-to-one,dn_378,hrd_448,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
786,378,one-to-one,dn_379,hrd_449,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
787,378,one-to-one,dn_379,hrd_449,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
788,378,one-to-one,dn_379,hrd_449,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
789,379,one-to-one,dn_380,hrd_450,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
790,379,one-to-one,dn_380,hrd_450,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
791,380,one-to-many,dn_381,hrd_451 hrd_452,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
792,380,one-to-many,dn_381,hrd_451 hrd_452,Giorgio Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
793,381,one-to-one,dn_382,hrd_453,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
794,382,one-to-one,dn_383,hrd_454,MISSING,Ippolita,MISSING,NOUN,MISSING,vocative,leftover_target,
795,383,one-to-one,dn_384,hrd_455,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
796,385,one-to-one,dn_386,hrd_457,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
797,385,one-to-one,dn_386,hrd_457,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
798,387,one-to-one,dn_388,hrd_459,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
799,388,one-to-one,dn_389,hrd_460,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
800,388,one-to-one,dn_389,hrd_460,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
801,389,one-to-one,dn_390,hrd_461,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
802,390,one-to-one,dn_391,hrd_462,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
803,390,one-to-one,dn_391,hrd_462,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
804,390,one-to-one,dn_391,hrd_462,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
805,390,one-to-one,dn_391,hrd_462,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
806,391,one-to-one,dn_392,hrd_463,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
807,391,one-to-one,dn_392,hrd_463,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
808,392,one-to-many,dn_393,hrd_464 hrd_465 hrd_466,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
809,392,one-to-many,dn_393,hrd_464 hrd_465 hrd_466,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
810,392,one-to-many,dn_393,hrd_464 hrd_465 hrd_466,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
811,392,one-to-many,dn_393,hrd_464 hrd_465 hrd_466,Ippolita,Ippolita,NOUN,NOUN,pred,obj,explicit_ref_pos,
812,392,one-to-many,dn_393,hrd_464 hrd_465 hrd_466,Ippolita,Ippolita,NOUN,NOUN,pred,obj,explicit_ref_pos,
813,392,one-to-many,dn_393,hrd_464 hrd_465 hrd_466,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.22980106130559394
814,392,one-to-many,dn_393,hrd_464 hrd_465 hrd_466,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.615778557409957
815,392,one-to-many,dn_393,hrd_464 hrd_465 hrd_466,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.17173510832715266
816,392,one-to-many,dn_393,hrd_464 hrd_465 hrd_466,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
817,392,one-to-many,dn_393,hrd_464 hrd_465 hrd_466,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
818,393,one-to-one,dn_394,hrd_467,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
819,393,one-to-one,dn_394,hrd_467,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
820,394,one-to-one,dn_395,hrd_468,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
821,394,one-to-one,dn_395,hrd_468,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
822,394,one-to-one,dn_395,hrd_468,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
823,395,one-to-one,dn_396,hrd_469,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
824,396,one-to-one,dn_397,hrd_470,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
825,397,one-to-one,dn_398,hrd_471,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,obj,obj,explicit_full,
826,397,one-to-one,dn_398,hrd_471,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
827,397,one-to-one,dn_398,hrd_471,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
828,397,one-to-one,dn_398,hrd_471,Giorgio Ippolita,Giorgio Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
829,397,one-to-one,dn_398,hrd_471,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
830,398,one-to-many,dn_399,hrd_472 hrd_473,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
831,398,one-to-many,dn_399,hrd_472 hrd_473,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
832,398,one-to-many,dn_399,hrd_472 hrd_473,butler,butler,NOUN,NOUN,nsubj,nsubj,explicit_full,
833,399,one-to-one,dn_400,hrd_474,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
834,399,one-to-one,dn_400,hrd_474,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
835,399,one-to-one,dn_400,hrd_474,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
836,400,one-to-one,dn_401,hrd_475,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
837,401,one-to-one,dn_402,hrd_476,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
838,401,one-to-one,dn_402,hrd_476,butler,butler,NULL,NULL,nsubj,nsubj,zero_zero_single,
839,402,one-to-one,dn_403,hrd_477,AlfonsoExili,MISSING,NOUN,MISSING,nmod,MISSING,leftover_source,
840,402,one-to-one,dn_403,hrd_477,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
841,403,one-to-one,dn_404,hrd_478,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_single,
842,403,one-to-one,dn_404,hrd_478,Giorgio,Giorgio,PROPN,PRON,vocative,vocative,explicit_ref_case,
843,403,one-to-one,dn_404,hrd_478,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
844,404,one-to-one,dn_405,hrd_479,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2199430566119111
845,404,one-to-one,dn_405,hrd_479,MISSING,AlfonsoExili,MISSING,NULL,MISSING,nsubj,leftover_target,
846,404,one-to-one,dn_405,hrd_479,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
847,405,one-to-one,dn_406,hrd_480,AlfonsoExili,AlfonsoExili,PROPN,PROPN,nmod,nmod,explicit_full,
848,405,one-to-one,dn_406,hrd_480,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
849,405,one-to-one,dn_406,hrd_480,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
850,406,one-to-one,dn_407,hrd_481,AlfonsoExili,AlfonsoExili,NOUN,NOUN,pred,pred,explicit_full,
851,406,one-to-one,dn_407,hrd_481,AlfonsoExili,AlfonsoExili,NOUN,NOUN,pred,pred,explicit_full,
852,406,one-to-one,dn_407,hrd_481,AlfonsoExili,AlfonsoExili,PROPN,NOUN,nsubj,nsubj,explicit_ref_case,
853,406,one-to-one,dn_407,hrd_481,AlfonsoExili,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
854,406,one-to-one,dn_407,hrd_481,AlfonsoExili,MISSING,NOUN,MISSING,pred,MISSING,leftover_source,
855,406,one-to-one,dn_407,hrd_481,MISSING,AlfonsoExili,MISSING,NULL,MISSING,nsubj,leftover_target,
856,406,one-to-one,dn_407,hrd_481,MISSING,AlfonsoExili,MISSING,NULL,MISSING,nsubj,leftover_target,
857,406,one-to-one,dn_407,hrd_481,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
858,407,one-to-many,dn_408,hrd_482 hrd_483,AlfonsoExili,AlfonsoExili,DET,DET,nmod,nmod,explicit_full,
859,407,one-to-many,dn_408,hrd_482 hrd_483,AlfonsoExili,AlfonsoExili,NOUN,NOUN,pred,obj,explicit_ref_pos,
860,407,one-to-many,dn_408,hrd_482 hrd_483,AlfonsoExili,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
861,407,one-to-many,dn_408,hrd_482 hrd_483,AlfonsoExili,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
862,407,one-to-many,dn_408,hrd_482 hrd_483,AlfonsoExili,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
863,407,one-to-many,dn_408,hrd_482 hrd_483,AlfonsoExili,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
864,408,one-to-many,dn_409,hrd_484 hrd_485 hrd_486,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3052228534338521
865,408,one-to-many,dn_409,hrd_484 hrd_485 hrd_486,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2966447568991605
866,408,one-to-many,dn_409,hrd_484 hrd_485 hrd_486,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2595797061753206
867,408,one-to-many,dn_409,hrd_484 hrd_485 hrd_486,AlfonsoExili,AlfonsoExili,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
868,408,one-to-many,dn_409,hrd_484 hrd_485 hrd_486,AlfonsoExili,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
869,408,one-to-many,dn_409,hrd_484 hrd_485 hrd_486,MISSING,AlfonsoExili,MISSING,PRON,MISSING,nsubj,leftover_target,
870,408,one-to-many,dn_409,hrd_484 hrd_485 hrd_486,butler,butler,NOUN,NOUN,nsubj,nsubj,explicit_full,
871,409,one-to-one,dn_410,hrd_487,AlfonsoExili,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
872,409,one-to-one,dn_410,hrd_487,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
873,409,one-to-one,dn_410,hrd_487,Giorgio,Giorgio,PROPN,NOUN,vocative,vocative,explicit_ref_case,
